"Name","URI","Region GSS code","Period","Sales volume","Reporting period","Percentage change (yearly) All property types","Percentage change (yearly) Detached houses","Percentage change (yearly) Semi-detached houses","Percentage change (yearly) Terraced houses","Percentage change (yearly) Flats and maisonettes","Pivotable date"
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1987-06,,quarterly,15.63,,,,,1987-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1987-07,,quarterly,16.17,,,,,1987-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1987-08,,quarterly,16.17,,,,,1987-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1987-09,,quarterly,16.17,,,,,1987-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1987-10,,quarterly,19.47,,,,,1987-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1987-11,,quarterly,19.47,,,,,1987-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1987-12,,quarterly,19.47,,,,,1987-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-01,,quarterly,20.97,,,,,1988-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-02,,quarterly,20.97,,,,,1988-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-03,,quarterly,20.97,,,,,1988-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-04,,quarterly,22.73,,,,,1988-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-05,,quarterly,22.73,,,,,1988-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-06,,quarterly,22.73,,,,,1988-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-07,,quarterly,32.59,,,,,1988-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-08,,quarterly,32.59,,,,,1988-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-09,,quarterly,32.59,,,,,1988-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-10,,quarterly,32.87,,,,,1988-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-11,,quarterly,32.87,,,,,1988-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1988-12,,quarterly,32.87,,,,,1988-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-01,,quarterly,30.2,,,,,1989-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-02,,quarterly,30.2,,,,,1989-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-03,,quarterly,30.2,,,,,1989-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-04,,quarterly,27.22,,,,,1989-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-05,,quarterly,27.22,,,,,1989-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-06,,quarterly,27.22,,,,,1989-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-07,,quarterly,16.2,,,,,1989-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-08,,quarterly,16.2,,,,,1989-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-09,,quarterly,16.2,,,,,1989-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-10,,quarterly,7.37,,,,,1989-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-11,,quarterly,7.37,,,,,1989-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1989-12,,quarterly,7.37,,,,,1989-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-01,,quarterly,2.89,,,,,1990-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-02,,quarterly,2.89,,,,,1990-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-03,,quarterly,2.89,,,,,1990-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-04,,quarterly,-1.59,,,,,1990-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-05,,quarterly,-1.59,,,,,1990-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-06,,quarterly,-1.59,,,,,1990-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-07,,quarterly,-3.18,,,,,1990-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-08,,quarterly,-3.18,,,,,1990-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-09,,quarterly,-3.18,,,,,1990-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-10,,quarterly,-2.74,,,,,1990-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-11,,quarterly,-2.74,,,,,1990-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1990-12,,quarterly,-2.74,,,,,1990-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-01,,quarterly,-2.0,,,,,1991-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-02,,quarterly,-2.0,,,,,1991-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-03,,quarterly,-2.0,,,,,1991-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-04,,quarterly,-1.51,,,,,1991-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-05,,quarterly,-1.51,,,,,1991-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-06,,quarterly,-1.51,,,,,1991-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-07,,quarterly,-1.39,,,,,1991-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-08,,quarterly,-1.39,,,,,1991-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-09,,quarterly,-1.39,,,,,1991-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-10,,quarterly,-0.8,,,,,1991-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-11,,quarterly,-0.8,,,,,1991-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1991-12,,quarterly,-0.8,,,,,1991-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-01,,quarterly,-1.02,,,,,1992-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-02,,quarterly,-1.02,,,,,1992-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-03,,quarterly,-1.02,,,,,1992-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-04,,quarterly,-2.97,,,,,1992-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-05,,quarterly,-2.97,,,,,1992-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-06,,quarterly,-2.97,,,,,1992-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-07,,quarterly,-4.54,,,,,1992-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-08,,quarterly,-4.54,,,,,1992-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-09,,quarterly,-4.54,,,,,1992-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-10,,quarterly,-7.35,,,,,1992-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-11,,quarterly,-7.35,,,,,1992-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1992-12,,quarterly,-7.35,,,,,1992-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-01,,quarterly,-5.34,,,,,1993-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-02,,quarterly,-5.34,,,,,1993-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-03,,quarterly,-5.34,,,,,1993-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-04,,quarterly,-2.26,,,,,1993-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-05,,quarterly,-2.26,,,,,1993-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-06,,quarterly,-2.26,,,,,1993-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-07,,quarterly,-0.49,,,,,1993-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-08,,quarterly,-0.49,,,,,1993-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-09,,quarterly,-0.49,,,,,1993-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-10,,quarterly,1.53,,,,,1993-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-11,,quarterly,1.53,,,,,1993-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1993-12,,quarterly,1.53,,,,,1993-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-01,,quarterly,2.13,,,,,1994-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-02,,quarterly,2.13,,,,,1994-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-03,,quarterly,2.13,,,,,1994-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-04,,quarterly,2.72,,,,,1994-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-05,,quarterly,2.72,,,,,1994-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-06,,quarterly,2.72,,,,,1994-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-07,,quarterly,2.27,,,,,1994-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-08,,quarterly,2.27,,,,,1994-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-09,,quarterly,2.27,,,,,1994-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-10,,quarterly,3.51,,,,,1994-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-11,,quarterly,3.51,,,,,1994-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1994-12,,quarterly,3.51,,,,,1994-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-01,,quarterly,1.49,,,,,1995-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-02,,quarterly,1.49,,,,,1995-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-03,,quarterly,1.49,,,,,1995-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-04,,quarterly,1.18,,,,,1995-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-05,,quarterly,1.18,,,,,1995-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-06,,quarterly,1.18,,,,,1995-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-07,,quarterly,0.39,,,,,1995-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-08,,quarterly,0.39,,,,,1995-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-09,,quarterly,0.39,,,,,1995-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-10,,quarterly,-0.29,,,,,1995-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-11,,quarterly,-0.29,,,,,1995-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1995-12,,quarterly,-0.29,,,,,1995-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-01,,quarterly,2.05,,,,,1996-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-02,,quarterly,2.05,,,,,1996-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-03,,quarterly,2.05,,,,,1996-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-04,,quarterly,1.06,,,,,1996-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-05,,quarterly,1.06,,,,,1996-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-06,,quarterly,1.06,,,,,1996-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-07,,quarterly,4.13,,,,,1996-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-08,,quarterly,4.13,,,,,1996-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-09,,quarterly,4.13,,,,,1996-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-10,,quarterly,7.39,,,,,1996-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-11,,quarterly,7.39,,,,,1996-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1996-12,,quarterly,7.39,,,,,1996-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-01,,quarterly,7.29,,,,,1997-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-02,,quarterly,7.29,,,,,1997-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-03,,quarterly,7.29,,,,,1997-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-04,,quarterly,9.39,,,,,1997-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-05,,quarterly,9.39,,,,,1997-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-06,,quarterly,9.39,,,,,1997-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-07,,quarterly,10.6,,,,,1997-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-08,,quarterly,10.6,,,,,1997-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-09,,quarterly,10.6,,,,,1997-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-10,,quarterly,7.88,,,,,1997-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-11,,quarterly,7.88,,,,,1997-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1997-12,,quarterly,7.88,,,,,1997-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-01,,quarterly,9.12,,,,,1998-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-02,,quarterly,9.12,,,,,1998-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-03,,quarterly,9.12,,,,,1998-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-04,,quarterly,12.61,,,,,1998-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-05,,quarterly,12.61,,,,,1998-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-06,,quarterly,12.61,,,,,1998-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-07,,quarterly,11.83,,,,,1998-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-08,,quarterly,11.83,,,,,1998-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-09,,quarterly,11.83,,,,,1998-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-10,,quarterly,12.17,,,,,1998-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-11,,quarterly,12.17,,,,,1998-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1998-12,,quarterly,12.17,,,,,1998-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-01,,quarterly,10.07,,,,,1999-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-02,,quarterly,10.07,,,,,1999-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-03,,quarterly,10.07,,,,,1999-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-04,,quarterly,8.94,,,,,1999-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-05,,quarterly,8.94,,,,,1999-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-06,,quarterly,8.94,,,,,1999-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-07,,quarterly,10.51,,,,,1999-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-08,,quarterly,10.51,,,,,1999-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-09,,quarterly,10.51,,,,,1999-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-10,,quarterly,13.85,,,,,1999-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-11,,quarterly,13.85,,,,,1999-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,1999-12,,quarterly,13.85,,,,,1999-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-01,,quarterly,16.07,,,,,2000-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-02,,quarterly,16.07,,,,,2000-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-03,,quarterly,16.07,,,,,2000-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-04,,quarterly,17.42,,,,,2000-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-05,,quarterly,17.42,,,,,2000-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-06,,quarterly,17.42,,,,,2000-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-07,,quarterly,13.01,,,,,2000-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-08,,quarterly,13.01,,,,,2000-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-09,,quarterly,13.01,,,,,2000-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-10,,quarterly,13.48,,,,,2000-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-11,,quarterly,13.48,,,,,2000-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2000-12,,quarterly,13.48,,,,,2000-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-01,,quarterly,10.06,,,,,2001-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-02,,quarterly,10.06,,,,,2001-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-03,,quarterly,10.06,,,,,2001-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-04,,quarterly,8.15,,,,,2001-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-05,,quarterly,8.15,,,,,2001-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-06,,quarterly,8.15,,,,,2001-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-07,,quarterly,9.96,,,,,2001-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-08,,quarterly,9.96,,,,,2001-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-09,,quarterly,9.96,,,,,2001-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-10,,quarterly,4.63,,,,,2001-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-11,,quarterly,4.63,,,,,2001-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2001-12,,quarterly,4.63,,,,,2001-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-01,,monthly,4.82,,,,,2002-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-02,,monthly,8.62,,,,,2002-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-03,,monthly,12.42,,,,,2002-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-04,,monthly,9.97,,,,,2002-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-05,,monthly,12.8,,,,,2002-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-06,,monthly,17.41,,,,,2002-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-07,,monthly,14.25,,,,,2002-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-08,,monthly,16.78,,,,,2002-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-09,,monthly,19.61,,,,,2002-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-10,,monthly,22.99,,,,,2002-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-11,,monthly,24.23,,,,,2002-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2002-12,,monthly,28.36,,,,,2002-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-01,,monthly,27.88,,,,,2003-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-02,,monthly,22.1,,,,,2003-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-03,,monthly,20.48,,,,,2003-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-04,,monthly,21.73,,,,,2003-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-05,,monthly,17.84,,,,,2003-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-06,,monthly,13.48,,,,,2003-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-07,,monthly,14.53,,,,,2003-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-08,,monthly,14.04,,,,,2003-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-09,,monthly,11.0,,,,,2003-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-10,,monthly,12.09,,,,,2003-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-11,,monthly,9.73,,,,,2003-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2003-12,,monthly,8.29,,,,,2003-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-01,,monthly,9.72,,,,,2004-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-02,,monthly,9.83,,,,,2004-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-03,,monthly,7.78,,,,,2004-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-04,,monthly,10.02,,,,,2004-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-05,,monthly,12.15,,,,,2004-05-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-06,,monthly,13.85,,,,,2004-06-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-07,,monthly,14.31,,,,,2004-07-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-08,,monthly,13.6,,,,,2004-08-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-09,,monthly,13.72,,,,,2004-09-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-10,,monthly,12.58,,,,,2004-10-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-11,,monthly,13.71,,,,,2004-11-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2004-12,,monthly,10.7,,,,,2004-12-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-01,65834,monthly,9.97,,,,,2005-01-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-02,67225,monthly,10.93,,,,,2005-02-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-03,81297,monthly,11.59,,,,,2005-03-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-04,97185,monthly,8.26,,,,,2005-04-01
United Kingdom,http://landregistry.data.gov.uk/id/region/united-kingdom,K02000001,2005-05,97786,monthly,8.12,,,,,2005-05-01
